28586,咨询高新技术企业认定多少分是合格了？,市科技和信息局（以下待定）,2009.05.07,2009.05.11,"领导，您好，我咨询下：1、高新技术企业认定要多少分算是合格了？ ?????? 2、07年认定的深圳高新技术企业享受的税收优惠到什么时候，需不需要年审？年审需要什么条件？ ????谢谢！！
","1、70分以上。2、年审等网上通知，税收优惠请咨询税务部门。
"
33886,由深圳市网域计算机网络有限公司举办的中奖活动，已通过深圳市互联网公证处公证审批,市科技和信息局（以下待定）,2006.11.24,2006.12.05,"由深圳市网域计算机网络有限公司举办的中奖活动，已通过深圳市互联网公证处公证审批
		","深圳市政府在线网站，是政府部门的门户网站，发布信息规范严谨，请勿随意发帖，谢谢。
		
		"
