编号,标题,接收信箱,询问日期,回复日期,询问内容,回复内容,情感值
7792,如何查看深卫计医政〔2015〕202号文件内容,深圳市卫生和计划生育委员会,2016.09.26,2016.09.28,"一、请问从哪儿能查看深卫计医政〔2015〕202号内容？二、关于产妇脐带血的自体存储（与广东省脐带血造血干细胞库签了协议），是否医院和医护人员有义务协助？
		","市卫生计生委市医管中心关于依法依规支持生物医药企业开展收集产妇分娩后胎盘和脐带组织的通知》深卫计医政{2015}202号文，于2015年9月份下发各区卫计局及有关医院。具体内容可拨打25509029了解具体内容。收集和储存胎盘和脐带组织的企业和医院签署相关协议，委托医院进行胎盘和脐带组织的采集。谢谢！
		
		",0.0001937502019927484
7413,产假咨询2016.10.11,深圳市卫生和计划生育委员会,2016.10.11,2016.10.11,"今天报纸上写道：1、符合政策生育二胎的顺产，可休产假9880＝178天　2、如果是难产，可休产假988030＝208天。并说明深圳市卫计委不会再另行发文。新增50天产假立即执行。我想知道国家发的文是不是《广东省人品与计划生育条例》？在哪里可以查询到此条例，让公司按规定休产假。
		","2016年1月1日后生育的，计生方面的假期为符合法律、法规规定生育子女的夫妻，符合法律、法规规定生育子女的夫妻，女方享受八十日的奖励假，男方享受十五日的陪产假。符合现《深圳经济特区人口计划生育条例》晚育条件生育的，还有15日晚育假。2016年9月29日后依法生育，以及在此前依法生育且法定生育假期尚未休完的，均可按新条例规定享受80日的奖励假。难产的可再增加30日产假，生育多胞胎的每多生育一个子女增加15日产假。在规定假期内照发工资，不影响福利待遇和全勤评奖。假期从开始之日算起至结束之日，包括周末及法定节假日。若不执行可向劳动部门提出或直接向法院提出申诉维权。《广东省人口和计划生育条例》请上广东省卫生和计划生育委员会官网查询。
",0.00020242925349867047
9254,男士陪产假的时间计算方法,深圳市卫生和计划生育委员会,2016.08.03,2016.08.04,"请问：男士陪产假的时间是以15个日历日算吗？还是15个工作日计算？
		","你好，假期从开始之日算起至结束之日，包括周末及法定节假日。若不执行可向劳动部门提出或直接向法院提出申诉维权。
		
		",0.00021735118021815047
25319,关于产检假和产假的问题,深圳市卫生和计划生育委员会,2013.10.08,2013.10.17,"请问深圳是如何规定孕妇产检假的，我怀孕将近8个月，每个月请一次产检假一天，原来是带薪，但单位说变就变，把我的产检假当做病假的方式扣工资，我几次找相关人员也没有结果。另外，深圳地区是如何规定产假的，是90天吗？还是98天+晚婚30天+独生子女35天？请求提供相关法律文件或者解答，万分感谢！
		","你好！你咨询的问题我委工作人员已电话与你沟通、解释，如仍有疑问，可致电12345咨询。谢谢你的来信，祝你身体健康，生活愉快！
",0.00022286507667323985
19396,深圳晚育产假,深圳市卫生和计划生育委员会,2015.06.25,2015.06.26,"深圳晚育的产假是多少天，是不是基于广东省的98天+15天晚育假，深圳再增加15天，共计128天？谢谢。
		","你好，计生政策的假期为鼓励性质不具有强制性，具体的假期是按照劳动部门制定的《女职工劳动保护规定》予以实施，具体请向劳动部门咨询，谢谢你的来信。
",0.00022848214452309001
25374,申请《计划生育证明》是否每次都要提交所有资料？,深圳市卫生和计划生育委员会,2013.09.24,2013.09.30,"今年3月份在办理小孩入学时，为了在当地街道办开出计生证明，该交的资料都已经交过了，也有顺利开出计生证明。当时，街道办人员有提醒，一定要按时查环查孕，后续再开证明要查。计生证明有效期6个月，刚好在收到学校通知买少儿医保那天到期。并且买少儿医保又要提供原件。所以又要到综合服务厅开证明，但工作人员又要求提供准生证明，证策内证明等等证件。需要说明的是：我们的结婚证、准生证在小孩上户口时寄回老家弄丢了。3月份为了办理孩子入学，又回老家补办的结婚证；但准生证没办法补办，所以只有复印件，3月份有上交复印件，该服务大厅也是认可的，现在又不认可了，要求提供原件或提供老家街道办、乡镇和县级三级计生办的盖章证明。并且说以后小孩在这上学还要开很多次证明，每次都要提供原件…… 我想了解一下，是不是每次都要提供原件？还是在深圳的计生部门有备案就好了？如果每次都要提供原件，那每次都要回老家开证明，这样在时间和精力上真的很困难，肯请回复，谢谢！
		","你好！你咨询的问题我委工作人员已电话答复你，如有需要，可致电12345咨询。谢谢你的来信，祝你身体健康，节日愉快！
",0.00024139357147756613
9580,请产假时忘了算15天晚育假，事后是否可以申请延长产假？,深圳市卫生和计划生育委员会,2016.07.19,2016.07.19,"您好，我3月份请产假时没有算15天晚育假，目前产假尚未结束，我是否可以向单位申请享受15天晚育假，延迟15天上班？我是30岁生育第一胎，符合晚育条件。
		","你好，如你符合现《深圳经济特区人口计划生育条例》晚育条件生育的，还有15日晚育假。在规定假期内照发工资，不影响福利待遇和全勤评奖。假期包括周末及法定节假日。若不执行可向劳动部门提出或直接向法院提出申诉维权。
		
		",0.00025754792342302935
25525,内地单位的社保是否可以跨省到深圳捆绑为一个社保号,深圳市卫生和计划生育委员会,2013.08.22,2013.08.23,"您好： 我在陕西咸阳国营单位85年上班办理社保中的养老保险等到96年企业宣布倒闭，我在深圳又交了有差不多10年的社保，我想请问，我的社保的养老保险等是否可以从内地跨省迁到深圳，两个社保捆绑在一起，我现在的户口还在内地不知道行不行，可以的话，，到什么地方办理。 谢谢 2013.8.22
		","您好！就此问题请咨询社保部门。谢谢您的来信，祝你身体健康，生活愉快！
",0.00026778840952501604
25530,妈妈深户给7个月婴儿落户，无准生证,深圳市卫生和计划生育委员会,2013.08.14,2013.08.21,"你好，我是深圳户口，第一胎女儿已经7个月，由于长居外地，老公户口外地的，我没有办理准生证。现在想给女儿随我落户深圳，需要办理哪些手续，提供哪些证件？需要重新办理准生证吗？
		","? 您好！办理《准生证》需提供结婚证、全家户口本、女方户籍本市的提供广东省《计划生育服务证》及提供近3个月内本市计划生育技术服务机构或现居住地（未居住深圳）县级以上医院出具的查环查孕证明。办理一周岁以内子女入户证明人员无需提供此项资料。谢谢您的来信，祝您生活愉快！
",0.000276026995556955
18038,深圳婚育证明电子化何时实行,深圳市卫生和计划生育委员会,2015.08.18,2015.08.19,"各位领导： 您好，我想咨询一下深圳婚育证明电子化何时实行，具有深圳市集体户口，目前在天津工作，办理准生证需要深圳户籍地开具的婚育证明，清问是否可以网上申请办理。
		","你好，目前我市未开通电子化婚育证明，请若不方便回来，可带齐材料及相关委托证明，托人办理，若还有疑问可致电政府热线12345，谢谢你的来信，祝你身体健康。
",0.0003457230110778253
18632,护士资格证领取流程,深圳市卫生和计划生育委员会,2015.07.27,2015.07.28,"您好，我今年考过2015护师资格证，目前由于个人原因未在原工作单位任职，请问个人如何领取护师资格证书？谢谢！
		","你好，你反映的问题可致电深圳市护理协会（0755-22314164）谢谢你的来信。
",0.0003517115262842152
23350,我想申请执业助理医师资格证书,深圳市卫生和计划生育委员会,2014.10.13,2014.10.16,"有关部门您好：我有三年制2003年中专中医毕业证，现在想报考中医执业助理。请问该如何走流程？我已经有了广东省认证报告。接下来该怎么走？期盼答复中！
		","你好，你可致电0755-25162320（张老师）咨询执业医师考试相关事宜，谢谢你的来信。
",0.0003780875460708266
3975,关于新增50天产假的咨询,深圳市卫生和计划生育委员会,2017.02.14,2017.02.14,"你好：在深圳都市报2016年10月11日第四版看到题为《不用等，新增50天产假立即执行》的文章。现就9月29日前生育员工休假问题进行咨询： 1、因文章副标题标有：“深圳市卫计委不会再另行发文”，故我单位将此做为文件执行落实。 2、文章第一段有这样的表述：“9月29日新的广东省人口与计划生育条例》通过实施，符合法律法规生育子女的奖励假，从30日延长到80日，在9月29日前依法生育且法定生育假期尚未休完的，也可按新条倒享受80天的奖励假”。现就9月29日前......也可按新条例享受80天的奖励假这句进行咨询: A:9月29日前.....，必须享受80天产假 B:9月29日前......,视各单位具体情况，也可享受也可不享受 c:9月29日前......, 单位无条件，可不享受 亟盼回复，谢谢 
		","9月29日前还未修完产假的是否可以享受最新产假？A: 2016年9月29日后依法生育，以及在此前依法生育且法定生育假期尚未休完的，均可按新条例规定享受80日的奖励假。2016年9月29日前依法生育且法定生育假期已经休完的，不适用新条例。
		
		",0.0003788857765254505
23705,办理婚育证明,深圳市卫生和计划生育委员会,2014.09.02,2014.09.03,"你好！我是四川户口，老公是深圳集体户口（地址在华丽环岛），现在我们想办准生证，需要男方出具初婚初育证明，请问如何办理？需要什么材料？可否请朋友帮我们办一下？因为我们现在都在四川这边，本人去趟深圳比较麻烦
		","你好，办理婚育证明到户籍街道计生科办理即可，若还有疑问请致电阳光计生热线0755-12356，谢谢你的来信，祝你身体健康!
",0.00043167739967531205
25284,咨询,深圳市卫生和计划生育委员会,2013.10.23,2013.10.24,"你们好，我未婚，惠州市农村户口，刚发现怀孕2个多月，准备和男友在深圳登记结婚，男方离异育有一子，父子均是深圳居民户口。查阅计划生育条例应该符合申请生育，但听闻深圳的计生规定有所不同。像我这种情况是属于未婚先孕吧？按深圳的计生规定，现在去结婚登记再申请办理准生证，会被处罚吗？会接受怎样的处罚？盼能回答具体一些。谢谢！
		","你好！你咨询的问题我委工作人员已通过电话与你作了沟通解释，如仍有疑问，可致电12345咨询。谢谢你的来信，祝你身体健康，生活愉快！
",0.0004598070220049877
25381,办理独生子女证明问题,深圳市卫生和计划生育委员会,2013.09.23,2013.09.30,"我老婆怀孕时，我在南山区粤海街道办理了计划生育服务证，之后我就把我自己的户口迁至龙岗区龙岗街道，现在我小孩刚出生，去龙岗街道新生社区办理独生子女证，可新生社区的计生工作人员在征询了龙岗街道的计生工作人员后，说我之前在粤海街道办的计划生育服务证在他们这里无法办独生子女证，说我的户口变了，没法办理，要我老婆回老家再办个流动人口计划生育证。请问：这些证件（深圳市政府相关机构办的证明证件）是在本街道才有效吗？非本街道开的证明证件一律不承认吗？附：我的所有证件均备齐！
		","你好！你咨询的问题我委工作人员已电话答复你，如有需要，可致电12345咨询。谢谢你的来信，祝你身体健康，节日愉快！
",0.0004677485428248307
25288,计划生育证明及号码,深圳市卫生和计划生育委员会,2013.10.22,2013.10.24,"请问开具“计划生育证明”及“号码”，需要前往哪里？带哪些证件才可以办理？需要双方本人到场吗？
		","你好！你咨询的问题我委工作人员已通过电话与你作了沟通解释，如仍有疑问，可致电12345咨询。谢谢你的来信，祝你身体健康，生活愉快！
",0.00047103936106163147
25351,急盼国庆节前回复！婚假与产假,深圳市卫生和计划生育委员会,2013.09.26,2013.10.09,"您好！我是2009年底领取结婚证，属于晚婚，当时没有请婚假。我阅读了单位的规章制度，没有规定必须在指定时间内休婚假。我现在打算婚假和产假一起请（从结婚到现在没有换过工作单位），请问这样可以吗？如果现在可以请婚假的话，我可以请多少天呢？
		","你好！你咨询的问题我委工作人员已答复予你，如仍有疑问，请致电12345咨询。谢谢你的来信，祝你身体健康，生活愉快！
",0.0004755129197343555
25354,独生子女证的办理,深圳市卫生和计划生育委员会,2013.09.28,2013.10.09,"你好！户口今年4月份从老家调入。因一直在深圳上班没有时间在老家办理独生子女证。前几天去社区工作站想办理，工作人员说小孩是97年4月份的，现在已经16周岁了，不给办理，要14周岁之前调入深圳的才行。我想问下，独生子女证和小孩的年纪有关系吗？为什么就不能办理了？
		","你好！你咨询的问题我委工作人员已答复予你，如仍有疑问，请致电12345咨询。谢谢你的来信，祝你身体健康，生活愉快！
",0.0005029082671508256
23558,申请办理营业执照,深圳市卫生和计划生育委员会,2014.09.20,2014.09.22,"开面包店是不是可以在网上申请办理营业执照？请问在哪里申请呢？有什么流程？
		","你好，营业执照请去深圳市市场监督管理局办理，谢谢你的来信。
		
		",0.0005061838615190162
24591,诊所设法人和负责人吗,深圳市卫生和计划生育委员会,2014.04.10,2014.04.11,"你好，请问现在设立西医内科门诊，可以设立法人代表及负责人吗。还是只设立负责人，不再设立法人代表。请你邮箱回复。电话有时候不方便。谢谢你了
		","你好，你的信件我委已收悉，关于你反映的问题，医疗机构是要有法定代表人和主要负责人的，谢谢你的来信。
",0.0005097317936545442
25420,小孩入学计划生育证明,深圳市卫生和计划生育委员会,2013.09.11,2013.09.18,"请问外地小孩政策外办理计划生育证明中所要求提供抚养处决书和抚养费征收票据是需一次交清，还是可以分期付款！烦请领导在百忙之中给我解答。着急谢谢！
		","你好！你咨询的问题我委工作人员已致电与你作了沟通解释。谢谢你的来信，祝你身体健康，中秋快乐！
",0.0005623786546746778
5311,深圳产假,深圳市卫生和计划生育委员会,2016.12.12,2016.12.12,"请问最新的深圳产假政策是多少？本人晚育头胎，目前顺产，产假是不是193天？
		","你好，我委只负责计生奖励假，根据最新《广东省人口与计划生育条例》规定，符合法律、法规规定生育子女的夫妻，女方享受八十日的奖励假，男方享受十五日的陪产假。符合现《深圳经济特区人口计划生育条例》晚育条件生育的，还有15日晚育假。在规定假期内照发工资，不影响福利待遇和全勤评奖。同时产假是由《女职工劳动保护特别规定》规定的98天。
		
		",0.0006496705417762261
22660,《流动人口婚育证明》需更换为《计划生育服务证》吗？,深圳市卫生和计划生育委员会,2014.12.03,2014.12.05,"男方跟小孩迁为深户，女方目前为非深户，请问《流动人口婚育证明》需更换为《计划生育服务证》吗？更换如何办理，需要提供什么资料？
		","你好，《流动人口婚育证明》和《计划生育服务证》不是同一类证明，是无法更换的，谢谢你的来信。
		
		",0.0007363560255581048
9590,关于产假的相关问题,深圳市卫生和计划生育委员会,2016.07.19,2016.07.19,"本人属于深圳户口，也在深圳缴纳生育险，但目前个人所属企业是广东省企业，总部在广州，本人在其深圳分部工作。公司给与的产假休假模板里是按照广东省的规则，深圳目前可以多多给与15天的晚育假。请问我应该在户口所属地区（深圳）的规定休产假？
		","你好，符合现《深圳经济特区人口计划生育条例》晚育条件生育的，还有15日晚育假。在规定假期内照发工资，不影响福利待遇和全勤评奖。假期包括周末及法定节假日。若不执行可向劳动部门提出或直接向法院提出申诉维权。
		
		",0.0008011855611613772
25295,剖腹产增加多少天产假,深圳市卫生和计划生育委员会,2013.10.16,2013.10.22,"请问如果是剖腹产的，在基本产假的基础上是增加15天还是30天呢，麻烦回复一下，谢谢
		","你好！你咨询的问题我委工作人员已通过电话与你作了沟通解答，如仍有疑问，可致电12345咨询。谢谢你的来信，祝你生活愉快！
",0.0008208169730953285
7563,深圳一胎产假,深圳市卫生和计划生育委员会,2016.09.29,2016.10.08,"从2016.9.29开始广东省奖励假增加为80天，那现在广东的基本产假是178天，那深圳的一胎产假天数如何计算呢？这个的实施是否会影响到根据《深圳经济特区人口计划生育条例》晚育条件生育的，还有15日晚育假，这个15天的晚育假呢？之前，深圳市征求意见中的再增加30天产假，是否还会实施呢？如果还没实施，旧的《深圳经济特区人口计划生育条例》是否一直有效？请回复，谢谢
		","2016年1月1日后生育的，计生方面的假期为符合法律、法规规定生育子女的夫妻，符合法律、法规规定生育子女的夫妻，女方享受八十日的奖励假，男方享受十五日的陪产假。符合现《深圳经济特区人口计划生育条例》晚育条件生育的，还有15日晚育假。2016年9月29日后依法生育，以及在此前依法生育且法定生育假期尚未休完的，均可按新条例规定享受80日的奖励假。
		
		",0.0011408545027946637
17296,执业医师注册,深圳市卫生和计划生育委员会,2015.09.15,2015.09.16,"您好，我想问一下执业医师注册首次注册，查询办理进度是办结，意思是证已经下来了吗？
		","你好，你可致电0755-82107282我委办证窗口咨询执业医师注册相关事宜，谢谢你的来信。
",0.0012009740987074524
6766,请问深圳市爱华普环保科技有限公司是否有卫生许可证,深圳市卫生和计划生育委员会,2016.10.27,2016.11.03,"深圳市爱华普环保科技有限公司在天猫上有旗舰店，销售爱华普净水器家用直饮厨房纯水机加热一体Ro反渗透智能台式净水机，请问净水器品牌: 爱华普 型号: AHP-RO-B04卫生许可证有没有，没有的话怎么会卖呢？希望监督管理核实一下资质https://detail.tmall.com/item.htm?spm=a230r.1.14.3.rcQkhE&id=536097607019&cm_id=140105335569ed55e27b&abbucket=2
		","已于2016年11月1日电话回复信访人，对方无异仪并表示满意。（经查该产品有卫生批件：粤卫水字（2015）第S2303号）
		
		",0.001219954324101158
8371,深圳市产假158天,深圳市卫生和计划生育委员会,2016.09.08,2016.09.12,"1、请问深圳产假一共158天是按哪个条例第几条规定的？我在深圳市经济特区人口与计划生育条例，找不到。因为单位休产假要找出哪条规定，谢谢。
		","你好，2016年1月1日后生育的，计生方面的假期为符合法律、法规规定生育子女的夫妻，女方享受30日的奖励假，男方享受15日的陪产假。符合现《深圳经济特区人口计划生育条例》晚育条件生育的，还有15日晚育假。对于产假的相关规定，你可向市人力资源社会保障行政部门咨询，或自行查阅《女职工劳动保护特别规定》、《广东省企业职工假期待遇死亡抚恤待遇暂行规定》等相关规定。感谢你的来信，祝生活愉快！
",0.0012749886817903233
19444,头胎办准生证,深圳市卫生和计划生育委员会,2015.06.19,2015.06.24,"男方是深户户口，女方是外省户口，去了男方社区居委计生询问，需要女方初婚未育证，和流动人口婚育证，都需要女方回外省户口办理的吗，女方那边开不了初婚未育证，那怎么办理准生证? 
		","办理一孩<计划生育服务证>办理材料:1、结婚证；离异或有离婚史的，提供离婚证、离婚协议书或法院判决书、调解书；丧偶的，提供死亡证明或户口注销证明。　2、夫妻双方身份证；　3、全家户口本； 4、领证人免冠一寸近照一张； 5、已怀孕的提供怀孕证明（含母子保健手册）；　6 、委托他人代办的，需提供委托人身份证和委托书。 办理机构: 女方户籍所在地社区工作站。女方户籍在市外的，由男方户籍所在地社区工作站办理。
",0.0012905384450931923
25536,关于查环查孕问题,深圳市卫生和计划生育委员会,2013.08.15,2013.08.21,"您好，本人深户，请问查环查孕是每季度一次，还是每半年一次？去什么地方查检？什么流程？交费多少？
		","你好！你咨询的问题我委工作人员已通过电话向你作了解答，如仍有疑问，请继续与我们联系。谢谢你的来信，祝身体健康，你生活愉快！
",0.0013047311674696527
23657,辦理計劃生育證資料,深圳市卫生和计划生育委员会,2014.09.07,2014.09.10,"請問，男方為深圳單位集體戶，女方為廣東汕尾市農業戶口，應在哪裡辦計生證，需要準備的具體資料有哪些？謝謝
		","你好，你所反映的问题请向你户籍街道计生科咨询办理，若还有疑问请致电阳光计生热线0755-12356，谢谢你的来信，祝你身体健康!
",0.0014745786217217338
29551,咖玛刀手术价格标准,深圳市卫生和计划生育委员会,2008.11.19,2008.12.02,"家里人在深圳做了咖玛刀脑膜瘤手术（自费），对收费标准不明白，不超过2cm的脑膜瘤手术收费16600元，不知是否合理。想知道确切的自费类型的收费标准。谢谢
		","请提供作手术医院的准确名称，因为不同级别、不同性质的医院收费标准存在差异。
",0.0014748325613156421
25598,准生证办理咨询,深圳市卫生和计划生育委员会,2013.07.31,2013.08.02,"男方为深户，女方非深户，打算在深圳办理准生证，请问需要提供什么证明材料？请特别说明女方需要去其当地户籍办理什么材料？谢谢
		","? 你好！办理一孩生育服务证所需材料：男方户籍在深圳市,女方户籍在市外的已婚育龄夫妻,需在本市生育第一个子女的.1、有关婚姻状况证明；2、夫妻双方身份证；2、领证人免冠小一寸近照一张；已怀孕的提供相关怀孕证明材料（含母子保健手册）；委托他人代办的，需提供委托人身份证和委托书(男方户籍所在地社区居委会申请办理）。 谢谢你的来信，祝你生活愉快！
",0.0015081793254145826
4868,医生不提供病历,深圳市卫生和计划生育委员会,2016.12.17,2016.12.21,"与人纠纷受伤住院, 已经报警,需要作伤情鉴定，而警方伤情鉴定一定要医院的病历。可是我问医生要病历时，却被拒，说是要等出院自己申请，医生这样的做法是否正确？
		","：简瑜亮,您好。您通过政府在线反映住院病历问题的信件收悉。我委工作人员与您电话沟通。按照目前国家公布的《医疗机构病案管理规定（2013版）》等规定，住院病历应该在医疗机构保存，您如果需要可以向医院医务管理或者病案管理部门提出来进行复印或者复制。谢谢您的来信，祝您身体健康，生活愉快。
		
		",0.0016234253932043696
25132,关于办理准生证,深圳市卫生和计划生育委员会,2013.11.14,2013.11.25,"我是深圳户籍，去户口所在地居委会办理准生证时被要求提供单位开具的初婚初育证明，可是我同事户口所在的另外一个街道并无此要求，请问这是为什么？
		","你好！你反映的问题我委工作人员已电话答复你，如仍有疑问，可致电12345咨询。谢谢你的来信，祝你身体健康，生活愉快！
",0.00226064446475005
8370,2016年广东省/深圳市对婚假的规定,深圳市卫生和计划生育委员会,2016.09.08,2016.09.12,"我查询了所有的政策文件资料，均未查询到2016年广东省/深圳市对婚假的规定；百度的答案是取消了晚婚假，即：婚假只有3天；但没有找到相关的政策文件支撑；请给予回复，谢谢！
		","你好，2016年1月1日实施的《广东省人口与计划生育条例》，已取消晚婚假期规定。你可向市人力资源社会保障行政部门咨询关于婚假的相关问题，或自行查阅《广东省企业职工假期待遇死亡抚恤待遇暂行规定》的有关规定。感谢你的来信，祝生活愉快！
",0.0025422335464763135
23792,深圳医学出生证明,深圳市卫生和计划生育委员会,2014.08.23,2014.08.25,"你好，我想请问下深圳医学出生证明上面户籍地址要更改怎么更改？
		","你好，医学出生证明没有法定事由不能更改，你可向我委官网下载有关条例，亦可致电政府热线12345，谢谢你的来信，祝你身体健康！
		
		",0.0025709480025588594
25104,申请双免,深圳市卫生和计划生育委员会,2013.11.29,2013.12.02,"你好！我的小孩与规定的入学龄仅相差3天（2008年09月03日出生），请问明天是否可以申请双免。
		","你好！你咨询的问题，我委工作人员已与你电话沟通解释。谢谢你的来信，祝你身体健康。
",0.002817487986346734
1927,积分入户办理计划生育证明材料,深圳市卫生和计划生育委员会,2017.03.24,2017.03.24,"您好！夫妻均为非深户省外户籍，女方办理积分入户需办理计划生育证明，请问要提供什么资料？现深圳计划生育条例已废止，请问二胎开放前计划外生育二胎已缴清罚款，孩子是否可以随迁？
		","、办理积分入户计划生育证明需要什么资料？答：1、结婚证；离异或有离婚史的，提供离婚证、离婚协议书或者人民法院生效的判决书、调解书；丧偶的，提供死亡证明或户口注销证明；　2、全家户口本；3、女方为49周岁以下的已婚人员，女方为49周岁以下的已婚人员，提供近3个月本市计生技术服务机构出具的查环查孕证明；4、符合政策再生育的，提供再生育证明（准生证），并根据不同情况提供以下材料：（1）第一胎子女为病残儿的，提供病残儿鉴定表（可提供复印件，由原审批部门加盖公章）；（2）原农业人口生育二胎的，提供农转非户口底册复印件（派出所加盖公章）；（3）子女为收养的，提供收养证；办理收养子女随迁的，还应提供《收养子女计划生育证明》；（4）其他情况再生育的，提供生育时女方户籍地省计划生育法规及相关材料。　符合政策再生育但未取得再生育证明的，除提供上述材料外，还应提供户籍地村（居）委、乡镇（街道）和县（区）人口计生部门出具的婚姻生育情况及符合政策生育证明。　5、子女为双胞胎或多胞胎的，提供孩子与父母不同时期的合影照片。6、政策外生育的，提供按男女双方户籍地社会抚养费征收标准征收完毕五年以上的社会抚养费征收票据等相关材料。具体可向你所在街道计生科咨询办理。
		
		",0.0029090876405444277
25136,广东省深圳市政策内二胎是否享有晚育假,深圳市卫生和计划生育委员会,2013.11.15,2013.11.25,"根据《深圳经济特区人口与计划生育条例》中第三十五条：职工实行晚育并符合计划生育政策的，除按国家、广东省有关规定享受假期优待外，女方增加产假十五天。请问：该规定是否只针对一胎？是否一胎已休晚育假期，二胎就不能再休晚育假期？恳请回复，谢谢。
		","你好！你反映的问题我委工作人员已电话答复你，如仍有疑问，可致电12345咨询。谢谢你的来信，祝你身体健康，生活愉快！
",0.0030203888916449095
9608,外省人员可以在深圳办(流动人口婚育证明)吗,深圳市卫生和计划生育委员会,2016.07.17,2016.07.18,"由于寄回资料到老家也无法办理，回家一次也很麻烦，请问外省人员能在深圳办流动人口婚育证明吗？就是小蓝本本的那种，若可以，麻请告知流程，盼复，谢谢！
		","市民可携带身份证到现居住地打印《流动人口婚育证明》电子证明，基层工作人员根据身份证信息登录全员人口信息系统进行查询，信息能查询到并与现居住地掌握的情况一致的，打印输出电子婚育证明，并加盖街道公章；查询不到的，需要回户籍地街道计生工作机构出具。
		
		",0.0033094667772524122
19235,执业医师和执业护士注册变更,深圳市卫生和计划生育委员会,2015.07.01,2015.07.02,"执业医师和执业护士注册变更是否可在网上办理，提交资料和办理流程请告诉我，谢谢
		","你好，执业医师变更注册在我委官方网页自行查阅，护士注册请向深圳市护理协会（0755-22314164）咨询办理，谢谢你的来信。
		
		",0.0035584943477398046
4514,夫妻两地户口二胎抢生已缴纳社会抚养费怎么处理,深圳市卫生和计划生育委员会,2017.01.18,2017.01.18,"您好，我是深户，妻子是外地户口，二胎小孩抢生一年，已经在妻子户口所在地缴纳了男女双方的社会抚养费并已结案。现在头胎马上要读书，深圳这边以缴纳社会抚养费不足为由拒绝做计划生育登记。了解到广东省对于新旧政策衔接问题还未部署，想了解我还需要等多久能知道部署结果？因为小孩要读书，所以我能等的时间不多。另外想了解一下，如果我现在把我的深户迁移到妻子户口所在地，那我们是否就符合流动人口的计划生育登记条件，可以办理计划生育登记？
		","你好，对于“全面两孩”新政出台前违反生育规定生育子女的征收问题，国家卫生计生委要求按如下原则处理：已经处理的，维持原处理决定，尚未作出处理的，由当地依法处理。我市的生育政策、社会抚养费征收均执行广东省的相关规定，因此，对之前违反生育规定生育子女的，待广东省部署相关处理方法后，我市将按照省的要求依法妥善处理。一旦部署，我委会尽快组织实施。届时，请到所在社区工作站、街道计生服务窗口查询办理。
		
		",0.0038217432166866017
9618,合法生育二胎期间产假政策变化应遵循哪个原则,深圳市卫生和计划生育委员会,2016.07.18,2016.07.18,"请问如果我在合法生育二胎期间，深圳市的产假政策由128天修改成158天，请问我的产假应遵循新条例变成158天吗？
		","你好，原则上根据生育时的政策法规享受相关休假待遇。即2016年1月1日前生育的按照2105年的相关政策享受休假待遇。计生方面的假期为独生子女奖励假35天，如是晚育可再增加30天产假。在规定假期内照发工资，不影响福利待遇和全勤评奖。2016年1月1日后生育的，计生方面的假期为符合法律、法规规定生育子女的夫妻，女方享受30日的奖励假，男方享受15日的陪产假。符合现《深圳经济特区人口计划生育条例》晚育条件生育的，还有15日晚育假。在规定假期内照发工资，不影响福利待遇和全勤评奖。假期包括周末及法定节假日。若不执行可向劳动部门提出或直接向法院提出申诉维权。
		
		",0.003913203636378482
5090,咨询，请书面回复,深圳市卫生和计划生育委员会,2016.12.09,2016.12.15,"咨询：亚麻籽是否属于普通食品原料及配料？能否直接做以普通食品原料添加进食品
		","你好，现就你提出的“亚麻籽是否属于普通食品原料及配料”问题答复如下：《国家卫生计生委政务公开办关于新食品原料、普通食品和保健食品有关问题的说明》对普通食品原料问题已有较详细说明。该说明已主动公开，可在国家卫生计生委网站查阅，采用上述标题内容作为关键词查询访问该网页，或通过粘贴网址方式直接访问该网页，相关网址如下：http://www.nhfpc.gov.cn/sps/s3586/201404/32830cde058b413e87b82119caf89c3f.shtml
",0.00396064024360232
25422,咨询关于《深圳市独生子女父母计划生育奖励办法》是不是停止执行了？,深圳市卫生和计划生育委员会,2013.09.11,2013.09.18,"今年上半年咨询深圳龙城街道时还可以办理，今年下半年准备好材料后，说停收材料了，我想知道《关于落实我市居民独生子女父母计划生育奖励及妥善解决计划生育奖励历史遗留问题的实施细则》里规定了本政策至少执行五年，现在时间还不到五年，为何不给办理了？　（五、本《实施细则》自发布之日起实施，有效期5年，由市卫生人口和计划生育委员会负责解释。）主要是想咨询一下想关情况，是否政策上有什么变动，麻烦了，谢谢！
		","? 你好！《深圳市独生子女父母计划生育奖励办法》未停止执行，符合申请条件的，请提供相关资料到户籍所在地社区工作站申请办理。 ??? 谢谢你的来信，祝你中秋快乐！
",0.004038650900262564
22657,护士执业注册,深圳市卫生和计划生育委员会,2014.12.06,2014.12.08,"请问2014年护士执业首次注册什么时候开始？已有成绩合格证明，需要什么材料，我单位是私人诊所
		","你好，你反映的问题可致电深圳市护理协会（0755-22314002）谢谢你的来信。
",0.004541270471364545
