//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-30 12:08,2263092231,你说什么大声点我没听见,https://tva3.sinaimg.cn/crop.0.0.996.996.180/86e40c07jw8f9vim9kgjjj20ro0rotb4.jpg
【陕西工商局处理“西安地铁三号线问题电缆成为著名商标问题 ”责任人】陕西省工商局今天在其官网上通报，该局对审核、把关不严的商标处处长给予诫勉谈话、副处长及具体经办人员给予行政警告处分，并将具体经办人调离著名商标审查岗位。同时，撤销问题电缆的陕西省著名商标资格。（央广记者刘涛、温超,2017-03-24 02:27,5637938570,Lucky_younger,https://tva4.sinaimg.cn/crop.0.2.640.640.180/0069ydn4jw8f6a4s9tfbsj30hs0hx3z3.jpg
//@中国之声:【陕西工商局处理“西安地铁三号线问题电缆成为著名商标问题 ”责任人】陕西省工商局今天在其官网上通报，该局对审核、把关不严的商标处处长给予诫勉谈话、副处长及具体经办人员给予行政警告处分，并将具体经办人调离著名商标审查岗位。同时，撤销问题电缆的陕西省著名商标资格。,2017-03-23 22:24,5393622177,拼搏82824,https://tva3.sinaimg.cn/crop.0.0.100.100.180/005T15w5jw8enialqp7wig302s02swef.gif
我大西安～[摊手] 只抓了生产商啊～//@得米粒吃:真牛逼啊 //@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-23 17:37,3453610542,心晴外贸,https://tva3.sinaimg.cn/crop.0.1.640.640.180/cdd9ea2ejw8escdm2cbzlj20hs0hu752.jpg
真牛逼啊 //@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-23 17:12,1086885155,得米粒吃,https://tva2.sinaimg.cn/crop.0.0.512.512.180/40c88d23jw8evoda3t54cj20e80e80tm.jpg
//@江宁婆婆:[摊手]全都不合格，47跟帖 19429点击 返回版块给四川省省长的一份信好人好事维护 2012-4-11 01:5x了额滴神,2017-03-23 16:29,6138395621,用户6138395621,https://tva2.sinaimg.cn/crop.0.0.996.996.180/006Hq56Zjw8fcuxp60y9pj30ro0rpgs6.jpg
装蒜//@中国之声:【陕西工商局处理“西安地铁三号线问题电缆成为著名商标问题 ”责任人】陕西省工商局今天在其官网上通报，该局对审核、把关不严的商标处处长给予诫勉谈话、副处长及具体经办人员给予行政警告处分，并将具体经办人调离著名商标审查岗位。同时，撤销问题电缆的陕西省著名商标资格。（央,2017-03-23 15:48,2969345911,大个儿文学家,https://tva3.sinaimg.cn/crop.0.0.180.180.180/b0fc9f77jw8f0bci9qn8fj20500500sz.jpg
这是干什么里？忽悠百姓,2017-03-23 15:08,2390061667,静热sx,https://tvax2.sinaimg.cn/crop.0.0.480.480.180/8e757263ly8ff0h6n4l7dj20dc0dcaco.jpg
[给力][给力][给力][给力][给力][给力],2017-03-23 14:40,2841538207,顺河工商,https://tva3.sinaimg.cn/crop.0.0.180.180.180/a95e6e9fjw1e8qgp5bmzyj2050050aa8.jpg
"""问题电缆只限于部分产品400V辅助缆线以及120V信号控制电缆，不涉及机车牵引1500V直流动力系统，因此不会影响机车安全运行与控制。”就再信这一回。[嘻嘻]",2017-03-23 14:40,1904048140,行动是最重要的,https://tva1.sinaimg.cn/crop.307.22.614.614.180/717d780cgw1f67hztunrhj20sg0lc49q.jpg
这就完了？,2017-03-23 14:28,1249670445,海边下雨的云,https://tvax2.sinaimg.cn/crop.0.0.179.179.180/4a7c752dly1fdhnxssp94j20500503yh.jpg
没这个“著名商标”就不可能中标，就不可能害人，罪魁祸首就是这虚假的著名商标。竟然对责任人只是诫勉、警告，完全是蔑视公众愤怒，愤怒，愤怒!@中国之声:对审核、把关不严的商标处处长给予诫勉谈话、副处长及具体经办人员给予行政警告处分，并将具体经办人调离著名商标审查岗位（央广记者刘涛、温超,2017-03-23 14:24,5967591087,蜀蛇说,https://tva2.sinaimg.cn/crop.0.0.996.996.180/006vRp39jw8f8dq9h5o6aj30ro0ro0tn.jpg
【陕西工商局处理“西安地铁三号线问题电缆成为著名商标问题 ”责任人】陕西省工商局今天在其官网上通报，该局对审核、把关不严的商标处处长给予诫勉谈话、副处长及具体经办人员给予行政警告处分，并将具体经办人调离著名商标审查岗位。同时，撤销问题电缆的陕西省著名商标资格。（央广记者刘涛、温超,2017-03-23 14:13,5948562523,黎明前短暂的黑暗,https://tva3.sinaimg.cn/crop.0.0.664.664.180/006uzyQPjw8fcvk7fsn1tj30ig0igdhh.jpg
//@中国之声: 【陕西工商局处理“西安地铁三号线问题电缆成为著名商标问题 ”责任人】陕西省工商局今天在其官网上通报，该局对审核、把关不严的商标处处长给予诫勉谈话、副处长及具体经办人员给予行政警告处分，并将具体经办人调离著名商标审查岗位。同时，撤销问题电缆的陕西省著名商标资格。,2017-03-23 14:07,1238722493,向绍伟,https://tva3.sinaimg.cn/crop.0.0.180.180.180/49d567bdjw1e8qgp5bmzyj2050050aa8.jpg
持续关注[话筒][话筒][话筒],2017-03-23 14:06,2079955503,superman超级男,https://tva1.sinaimg.cn/crop.0.0.1006.1006.180/7bf99a2fjw8fcll837rquj20ry0ry75t.jpg
:【陕西工商局处理“西安地铁三号线问题电缆成为名商标问题 ”责任人】陕西省工商局今天在其官网上通报，该局对审核、把关不严的商标处处长给予诫勉谈话、副处长及具体经办人员给予行政警告处分，并将具体经办人调离著名商标审查岗位。同时，撤销问题电缆的陕西省著名商标资格。（央广记者刘涛、温超,2017-03-23 14:02,5274125066,健康石鸡坝,https://tva2.sinaimg.cn/crop.2.0.396.396.180/005KVGRkjw1emhf7fqo6cj30b40b4jt6.jpg
转发微博,2017-03-23 13:55,2913292683,Alice20170721,https://tvax1.sinaimg.cn/crop.0.0.664.664.180/ada5518bly8feqw5q4igaj20ig0ig0uh.jpg
"不会影响[摊手],那还要安装这个线作什么...",2017-03-23 13:54,1764258897,flash_html5,https://tva2.sinaimg.cn/crop.0.19.187.187.180/69287451tw1eker8vqtrjj2059065glw.jpg
我去,2017-03-23 13:54,2685475004,朵酱fighting,https://tvax1.sinaimg.cn/crop.0.0.996.996.180/a01118bcly8fexk5beojcj20ro0ro3zo.jpg
“审核、把关不严”？//@中国之声: 【陕西工商局处理“西安地铁三号线问题电缆成为著名商标问题 ”责任人】陕西省工商局今天在其官网上通报，该局对审核、把关不严的商标处处长给予诫勉谈话、副处长及具体经办人员给予行政警告处分，并将具体经办人调离著名商标审查岗,2017-03-23 13:53,1887137297,现实生活中俗称的小名,https://tva3.sinaimg.cn/crop.70.152.266.266.180/707b6e11jw8fafx0r8ypfj20dc0dcdh1.jpg
【陕西工商局处理“西安地铁三号线问题电缆成为著名商标问题 ”责任人】陕西省工商局今天在其官网上通报，该局对审核、把关不严的商标处处长给予诫勉谈话、副处长及具体经办人员给予行政警告处分，并将具体经办人调离著名商标审查岗位。同时，撤销问题电缆的陕西省著名商标资格。（央广记者刘涛、温超,2017-03-23 13:52,1699540307,中国之声,https://tva3.sinaimg.cn/crop.0.0.600.600.180/654ced53jw8ev7wn8uwfej20go0go0th.jpg
回复@calciumg:[二哈]//@calciumg:[拜拜]我们西安人过得好累啊，坐着假地铁，逛着假兵马俑，还得提防u型锁跟绿绿//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-23 13:13,5720012203,婆婆的僵尸爪,https://tva4.sinaimg.cn/crop.0.0.996.996.180/006f6Atljw8f94ty0w6fgj30ro0ro416.jpg
转发微博,2017-03-23 13:03,5487503016,蓝军切尔西小号,https://tva3.sinaimg.cn/crop.0.0.100.100.180/005Zn0dajw8eof2okltjyj302s02swee.jpg
//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-22 19:40,1156156681,咖啡核桃,https://tva1.sinaimg.cn/crop.34.18.159.159.180/44e98d09jw1f2hfgrypcyj205k05ka9x.jpg
这都能出问题//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-22 08:55,1898147293,爱吃西红柿的草莓,https://tvax2.sinaimg.cn/crop.0.0.996.996.180/71236dddly8fe3dtrwqimj20ro0rowgv.jpg
我的天，信号控制电缆？？？？？？？？？？？ http://t.cn/R6bVURP,2017-03-22 02:36,2648541391,月半吴吧,https://tva3.sinaimg.cn/crop.0.25.1242.1242.180/9ddd88cfjw8fceqet2hltj20yi0zxq66.jpg
//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-22 01:16,1845379110,parchment,https://tva4.sinaimg.cn/crop.0.0.180.180.180/6dfe4026jw1e8qgp5bmzyj2050050aa8.jpg
[摊手]//@江宁婆婆: [摊手]全都不合格，牛x了额滴神,2017-03-21 22:43,3194705244,夜神不要浪,https://tva2.sinaimg.cn/crop.111.0.283.283.180/be6b555cjw8exhqkkeyaij20e60a2dh7.jpg
我去,2017-03-21 22:37,1921313220,苏苏肉,https://tvax4.sinaimg.cn/crop.2.0.745.745.180/7284e9c4ly8fehkqj1n4sj20ku0kpdg9.jpg
中国式招标:打招呼。,2017-03-21 22:33,1096965831,不会结网的蜘蛛,https://tva1.sinaimg.cn/crop.0.0.664.664.180/41625ec7jw8f9qftvf6lzj20ig0ig3zx.jpg
应该是导体直径细，只有这个才最能偷工减料。并且是生产都是批量性的，不可能这根粗那根细。//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 22:11,1407536170,iredwood,https://tva2.sinaimg.cn/crop.0.0.1130.1130.180/53e54c2ajw8fbgizg4afjj20ve0veabp.jpg
//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 20:49,5324412322,嘉琪zZZ,https://tva4.sinaimg.cn/crop.13.0.723.723.180/005OkGS6jw8f66lue50tzj30ku0k3jt6.jpg
坐等调查结果,2017-03-21 20:47,1690178861,落枫之末,https://tva2.sinaimg.cn/crop.53.41.172.172.180/64be152djw1eftwsmadhmj207z0640sx.jpg
//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 20:15,1908692482,贝雷帽才是本体,https://tva3.sinaimg.cn/crop.0.0.180.180.180/71c45602jw1e8qgp5bmzyj2050050aa8.jpg
转发微博,2017-03-21 20:13,5984960748,愿风调兩顺,https://tvax1.sinaimg.cn/default/images/default_avatar_male_180.gif
//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 19:49,2986837027,aaiiyyaa,https://tva2.sinaimg.cn/crop.0.0.540.540.180/b2078423jw8elk5ea370uj20f00f0q3g.jpg
//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 19:42,3181095045,火星宝贝刘小欣,https://tva1.sinaimg.cn/crop.0.0.664.664.180/bd9ba885jw8f7d1jpwwiij20ig0igmy3.jpg
不影响地铁正常运行的结论怎么得来的，请举证！,2017-03-21 19:41,1360015444,墨羽麒麟,https://tva4.sinaimg.cn/crop.0.0.180.180.180/51103054jw1e8qgp5bmzyj2050050aa8.jpg
呃… //@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 19:36,3900445449,只有你叫时光,https://tva4.sinaimg.cn/crop.0.0.750.750.180/e87c1309jw8fajqd17wmdj20ku0ku0ts.jpg
//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 19:27,2397599627,雨碎了喧嚣,https://tva3.sinaimg.cn/crop.0.0.180.180.180/8ee8778bjw1e8qgp5bmzyj2050050aa8.jpg
有没有回扣贪污腐败啊？//@bjgmptja:转发微博,2017-03-21 18:46,5793200933,紫草原o,https://tva1.sinaimg.cn/crop.42.0.480.480.180/006k3GcJjw8eyz4bbiemgj30fo0dcjrr.jpg
转发微博,2017-03-21 18:41,6015438017,bjgmptja,https://tva2.sinaimg.cn/crop.0.1.1242.1242.180/006z6adPjw8f7qwj6n430j30yi0yl42l.jpg
抽检态度，立即公布都值得?，但是胡乱安抚确实有问题。//@幺谣:好好笑[哈哈] //@铁蛋蛋99:转发微博,2017-03-21 18:41,2109510305,九衢,https://tva1.sinaimg.cn/crop.0.0.996.996.180/7dbc92a1jw8falleolompj20ro0rowgy.jpg
好好笑[哈哈] //@铁蛋蛋99:转发微博,2017-03-21 18:37,1337841700,幺谣,https://tva3.sinaimg.cn/crop.0.0.512.512.180/4fbdd824jw8ecr3j6nnonj20e80e83z4.jpg
//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 18:29,1838987427,啊-咧-,https://tva1.sinaimg.cn/crop.6.0.500.500.180/6d9cb8a3jw8faybvvzjxoj20e80dwdg3.jpg
不合格率100％，为什么还在正常运营？！7.23高铁事故不就是因为信号问题造成的么，你他妈告诉我这不影响安全？！,2017-03-21 18:17,2812044924,关于艾妃,https://tva4.sinaimg.cn/crop.0.0.800.800.180/a79c667cjw8emumc6rn2oj20m80m8myq.jpg
至今未做过三号线，也不会让家人坐了，天天拿生命安全开玩笑… //@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 17:31,2593955330,烟花不侍君,https://tva1.sinaimg.cn/crop.24.0.1193.1193.180/9a9c9e02jw8f50q6mtzn0j20yi0x540v.jpg
控制电缆？也就是说，运行没问题。就是有可能上车没关门就开了，或者还没到站就停了。或者是动次打次的一拱一拱的，让你害怕的很有节奏。普通的disco，我们普通的摇，地铁外的路人都在普通的瞧。……，让我们的脑浆在动次打次中晃成豆腐脑//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 17:13,1616993500,铁_岚屠_碣石干白,https://tva1.sinaimg.cn/crop.0.0.996.996.180/60615cdcjw8fcloderxkyj20ro0ro75x.jpg
虽然平时不坐3号线但依然瑟瑟发抖…… //@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 17:10,2205014222,心岂为恺_,https://tvax3.sinaimg.cn/crop.0.10.750.750.180/836dd8cely8ffd80qqcv4j20ku0le3zv.jpg
OMG好好排查，寻求解决办法，安全问题不敢马虎啊//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 16:59,1971540963,饭拌蛋挞,https://tva2.sinaimg.cn/crop.0.0.996.996.180/758353e3jw8f8aktpgiodj20ro0roq5h.jpg
信号控制电缆不重要吗？出问题不会导致安全事故吗？,2017-03-21 16:16,1405752124,一本正经的胡说呢,https://tva1.sinaimg.cn/crop.0.0.996.996.180/53ca133cjw8fbw1swfz5kj20ro0rodll.jpg
//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 16:12,2102274603,偃甲谢衣,https://tva2.sinaimg.cn/crop.0.0.720.720.180/7d4e2a2bjw8eg4l7hlqajj20k00k0ab1.jpg
转发微博,2017-03-21 16:10,2207922742,潜伏的新星,https://tva3.sinaimg.cn/crop.0.0.179.179.180/839a3a36tw1elqm9wrxv5j2050050gls.jpg
//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 16:09,2039476603,才来凭寄,https://tva2.sinaimg.cn/crop.0.15.640.640.180/798ff17bjw8f5bbpudr2nj20hs0inmxy.jpg
//@honey曉真2kkw_春暖花開面朝大海:流弊。不知道有几个领导要挪屁股了//@江宁婆婆: [摊手]全都不合格，牛x了额滴神,2017-03-21 15:54,1823918677,总攻三,https://tva3.sinaimg.cn/crop.8.0.1015.1015.180/6cb6ca55jw8f24rj0s2snj20sg0sf0zv.jpg
信号传输不影响？？？请记者朋友发文之前斟酌一下。信号系统可以说是工业设备的眼睛和耳朵，信号传输出问题是很严重的！！！！,2017-03-21 15:42,1649030452,翻不起的浪,https://tva1.sinaimg.cn/crop.0.0.540.540.180/624a3534jw8ebd42ysd8gj20f00f0jsf.jpg
毕竟我大西安…完全不让人惊讶呢[微笑]//@TC130精神扰乱控制装置:[哈欠][哈欠][哈欠]//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 15:42,1922749641,Chandler-Premium,https://tva1.sinaimg.cn/crop.0.0.180.180.180/729ad4c9jw1e8qgp5bmzyj2050050aa8.jpg
[摊手]//@TC130精神扰乱控制装置:[哈欠][哈欠][哈欠]//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 15:25,2517203880,酱紫的羊儿,https://tva3.sinaimg.cn/crop.0.0.996.996.180/96097ba8jw8fb5btjnyarj20ro0rp0tr.jpg
//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 15:05,2284722120,于芊夏,https://tvax1.sinaimg.cn/crop.0.0.996.996.180/882e17c8ly8ffa5g8khf2j20ro0roq4g.jpg
[摊手]赶紧把质量问题都查出来  这样我就可以不用工作了//@毛家玮不会力学结构与分析:信号控制线不合格，不影响列车安全？忘了723动车事故了么？政府所代表的公信力就是这样被削弱的。//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 15:02,2162649772,套头刚,https://tva2.sinaimg.cn/crop.0.0.1242.1242.180/80e76aacjw8ex6vgz7dpuj20yi0yin1a.jpg
在西安的我好方 //@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 15:01,3170978320,矢泽九九,https://tvax3.sinaimg.cn/crop.14.0.612.612.180/bd014a10ly8feqz3om9r4j20hs0h0t9w.jpg
触目惊心，干这事的真是死不足惜//@江宁婆婆: [摊手]全都不合格，牛x了额滴神,2017-03-21 14:44,1219513901,murphy__Y,https://tva1.sinaimg.cn/crop.2.0.95.95.180/48b04e2dtw1edfqfk7mdag202s02smx1.gif
哎//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 14:28,5517017952,鸡条崽子,https://tvax2.sinaimg.cn/crop.0.0.996.996.180/0061mQowly8ffbjdt7ixmj30ro0ro0u9.jpg
全……你。。。,2017-03-21 14:26,2175581157,pp希望不用洗澡也香香,https://tva3.sinaimg.cn/crop.0.0.1342.1342.180/81acbbe5jw8fa9929heotj211a11agsf.jpg
前几天朋友圈看到爆料说三号线电缆腐败，这已经查出来了。[摊手] //@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 14:14,1245630097,猫七七_不想不念不孤单,https://tva2.sinaimg.cn/crop.14.0.722.722.180/4a3ece91jw8fc8w9vrkmsj20ku0k2gmn.jpg
//@江宁婆婆:[摊手]全都不合格，牛x了额滴神,2017-03-21 14:00,2279916684,醉羽绯,https://tva3.sinaimg.cn/crop.0.0.399.399.180/87e4c48cgw1elbzb9u7ihj20b40b4409.jpg
