@关注消费权益:世界上本来没有打假人，售假的多了，也就有了打假人。打假人本来没有路，售假的人多了，让他有了发财路。真希望天下无假可打，让打假人无路可走，无利可图。，商家开心，买家愉悦。 @最高人民法院无骗子和制假售假的坏人就无用投诉和反诈骗反假货了奸商们黑心到致数十万人生命安全不故。,2017-04-11 21:30,1793258805,2017维权路上,https://tva3.sinaimg.cn/crop.0.0.996.996.180/6ae2f535jw8fctgu34oz1j20ro0rpjtt.jpg
转发微博,2017-04-05 17:21,1968601895,jolin小星,https://tvax3.sinaimg.cn/crop.0.0.996.996.180/75567b27ly8fetm3z882oj20ro0rpae9.jpg
@关注消费权益:世界上本来没有打假人，售假的多了，也就有了打假人。打假人本来没有路，售假的人多了，让他有了发财路。真希望天下无假可打，让打假人无路可走，无利可图。让消费市场能够一片清净 ，商家开心，买家愉悦。 @最高人民法院 有打假人好，还是无打假人好，一目了然。奸商们黑心到致数十万人,2017-04-03 10:39,5892292577,反腐武士,https://tva2.sinaimg.cn/crop.0.0.438.438.180/006qLst3jw8fbdbd6aentj30c60c6mxo.jpg
呵呵，道歉的就只有一个吗?把民众当傻子，不信地铁工程招商的人不知道这家公司劣迹，没有利益往来，就没有隐瞒与欺骗，我们需要的不只是涉事公司的道歉，更多的是想要这条利益链的曝光[微笑],2017-04-02 13:20,2085227915,诸丷邪,https://tvax1.sinaimg.cn/crop.0.0.996.996.180/7c4a0d8bly8fdrgaeiey7j20ro0rpjte.jpg
//@美特斯邦威以纯:转发微博,2017-04-01 13:17,3816930518,用户3816930518,https://tva3.sinaimg.cn/crop.0.3.750.750.180/e381bcd6jw8f498c5e7fkj20ku0l1aam.jpg
醒悟,2017-04-01 06:20,6058978681,阿狸6058978681,https://tvax2.sinaimg.cn/default/images/default_avatar_male_180.gif
//@江宁婆婆: “我公司总造价四千多万的电缆线，不合格的产品有三千万左右。”[摊手][摊手][摊手](无fxck说),2017-03-30 21:10,5342469142,白泽毓,https://tva3.sinaimg.cn/crop.0.0.996.996.180/005Pysh8jw8fb3crzw8tsj30ro0rp77u.jpg
//@关注消费权益:世界上本来没有打假人售假多了，也就有打假人。打假人本来没有路，售假的人多让他有发财路。真希望天下无假可打，让打假人无路可走无利可图。让消费市场能够一片清净 ，商家开心买家愉悦。 @最高人民法院 有打假人好，还是无打假人好一目了然。奸商们黑心到致数十万人生命安全不故。,2017-03-29 18:28,6093372396,老王永遠的過去,https://tva4.sinaimg.cn/crop.0.14.1508.1508.180/006EnavWjw8fb1vfalab8j315w16odji.jpg
其实他也就是个法人代表，真正该跪下的才不是他！,2017-03-29 10:50,5873822220,春风不十里,https://tvax2.sinaimg.cn/crop.0.0.480.480.180/006pvXu4ly8fdvng41gpxj30dc0dc40u.jpg
买质量电缆还得上www.rldbr.com,2017-03-28 13:36,1924638141,hb402,https://tva1.sinaimg.cn/crop.0.74.436.436.180/72b7a5bdjw1e8w69qb3jsj20c40g8ta2.jpg
